asset_name,asset_code,asset_type,location,manager,is_active,start_date,end_date,parent
Newman-Grimes Printer 539,CODE-00531,Printer,Remote (Home),Kenneth King,True,2023-10-15,,
Barajas Group Phone 326,CODE-00532,Phone,Building A,Melissa Stewart,True,2024-07-03,,
Molina and Sons Printer 380,CODE-00533,Printer,Building B,Rebecca Marshall DVM,False,2022-01-14,2023-10-27,
Brown-West Printer 400,CODE-00534,Printer,Building A,Samuel Rogers,True,2021-01-15,,
Jordan Inc Projector 250,CODE-00535,Projector,New York Office,Patricia Schroeder,True,2024-10-23,,
King Group Server 327,CODE-00536,Server,New York Office,Dr. Jessica Bruce,True,2024-10-26,,
"Rivera, Jones and Case Server 915",CODE-00537,Server,London Office,Rachel Black,True,2023-06-23,,
"Pierce, Hill and James Desktop 718",CODE-00538,Desktop,New York Office,Anthony Keller,True,2022-06-28,,
Hill and Sons Desktop 858,CODE-00539,Desktop,Building A,Betty Price,True,2024-02-07,,
Fisher-Bruce Phone 115,CODE-00540,Phone,Building B,Brian Lee,True,2024-12-21,,
Moore-Brennan Server 617,CODE-00541,Server,New York Office,Tiffany Mckay,True,2024-11-01,,
"Orr, Salinas and Smith Server 290",CODE-00542,Server,Data Center 1,Audrey Sullivan,False,2020-11-30,2020-12-25,
"Nunez, Spencer and Burton Printer 693",CODE-00543,Printer,Building A,Tim Mays,True,2023-04-01,,
"Harris, Harris and Johnson Desktop 675",CODE-00544,Desktop,London Office,Audrey Miller,True,2022-04-13,,
"Douglas, Mcguire and Rodgers Printer 987",CODE-00545,Printer,Building A,Heather Hayes,True,2022-10-06,,
Dean-Sandoval Projector 373,CODE-00546,Projector,Data Center 1,Sarah Johnson,True,2022-09-14,,
Santana LLC Router 924,CODE-00547,Router,Remote (Home),Kimberly Washington,True,2021-03-08,,
Finley-Warren Server 885,CODE-00548,Server,Data Center 1,Madison Fletcher,True,2022-09-20,,
Willis-Mercado Software License 476,CODE-00549,Software License,Data Center 1,John Stevenson,True,2024-10-19,,
Morris PLC Monitor 673,CODE-00550,Monitor,Remote (Home),Robert Marshall,True,2024-04-14,,
Cuevas PLC Printer 459,CODE-00551,Printer,Building B,Jacob Haynes,True,2024-05-17,,
Kim Inc Desktop 913,CODE-00552,Desktop,New York Office,Tracey Oconnell,True,2023-07-07,,
Rodriguez-Collier Printer 796,CODE-00553,Printer,Storage Room,Cameron Duran,False,2024-10-24,2025-05-08,
Barton-Patrick Monitor 566,CODE-00554,Monitor,Building B,John Mack,True,2021-06-21,,
Martin Ltd Printer 656,CODE-00555,Printer,New York Office,Laura Brooks,True,2021-04-12,,
Barber-Lewis Desktop 642,CODE-00556,Desktop,Remote (Home),Joshua Schultz,True,2023-05-11,,
Cummings PLC Desktop 187,CODE-00557,Desktop,London Office,Lori Harrell,False,2025-10-02,2025-11-05,
Miller-Huff Phone 674,CODE-00558,Phone,New York Office,Lisa Perez,True,2025-07-26,,
Wilkins-Perkins Software License 683,CODE-00559,Software License,Building A,Michael Malone,True,2024-10-30,,
"Boyd, Mullins and Benson Desktop 429",CODE-00560,Desktop,New York Office,Kaylee English,True,2023-08-07,,
"Meza, Middleton and Russell Router 936",CODE-00561,Router,Remote (Home),Marcus Frank,True,2024-06-29,,
West PLC Router 690,CODE-00562,Router,London Office,Jessica Fry,True,2025-09-13,,
Hawkins-Davis Server 501,CODE-00563,Server,Remote (Home),Ana Howell,True,2024-01-30,,
"Smith, Orr and Fritz Projector 317",CODE-00564,Projector,New York Office,Lisa Martin,True,2021-10-16,,
Bailey Group Printer 510,CODE-00565,Printer,Storage Room,Katelyn Brown,True,2021-06-09,,
Turner-Ward Printer 847,CODE-00566,Printer,Storage Room,Kimberly James,True,2024-01-31,,
Cooley-Reid Server 183,CODE-00567,Server,Data Center 1,Brianna Morgan,True,2022-09-03,,
"Pope, Smith and Sloan Software License 650",CODE-00568,Software License,Remote (Home),Emily Munoz,True,2023-06-23,,
Park and Sons Printer 823,CODE-00569,Printer,New York Office,Cody Craig,False,2025-10-12,2025-10-17,
"Harrell, Hanson and Powell Router 833",CODE-00570,Router,Storage Room,Suzanne Hernandez,True,2024-04-20,,
"Chambers, Figueroa and Warren Software License 212",CODE-00571,Software License,Building A,Jordan Salazar,True,2023-11-21,,
"Jensen, Reid and Davis Desktop 909",CODE-00572,Desktop,Storage Room,Christopher Larson,True,2023-02-23,,
Graham-Mcpherson Printer 485,CODE-00573,Printer,Building B,Chelsea Baldwin,True,2024-05-06,,
Ochoa Ltd Printer 417,CODE-00574,Printer,Remote (Home),Timothy Davis,False,2024-04-19,2025-04-11,
Butler-Moore Phone 240,CODE-00575,Phone,Remote (Home),Kerry Henry,True,2024-10-17,,
Hudson-Martinez Laptop 105,CODE-00576,Laptop,Building A,Danielle Johnson,True,2024-12-05,,
"Carroll, Whitehead and Vasquez Software License 119",CODE-00577,Software License,Storage Room,Edward May,True,2024-12-05,,
Powell LLC Software License 949,CODE-00578,Software License,Building A,Beverly Lane,True,2023-03-14,,
Lane and Sons Printer 686,CODE-00579,Printer,Data Center 1,Rachel Nelson,True,2021-08-11,,
Jensen-Anthony Server 169,CODE-00580,Server,Data Center 1,Sharon Freeman,True,2025-05-06,,
Huerta-James Server 129,CODE-00581,Server,Building B,Ms. Samantha Miller,False,2020-11-21,2023-07-01,
"Berg, Haynes and Morton Router 684",CODE-00582,Router,New York Office,Bailey Jacobson,True,2023-07-12,,
Wilson-Chambers Desktop 537,CODE-00583,Desktop,London Office,Michelle Moore,True,2023-10-19,,
"Ruiz, Simon and Boyle Laptop 385",CODE-00584,Laptop,Data Center 1,Jose Cole,True,2024-08-01,,
"Collier, Fitzgerald and Evans Printer 351",CODE-00585,Printer,New York Office,Nicholas Williams,False,2023-12-01,2025-04-17,
Rodriguez-Fitzgerald Printer 714,CODE-00586,Printer,Building B,Daniel Evans,True,2022-11-22,,
"Wright, Rogers and Newman Phone 509",CODE-00587,Phone,Building A,Brian Reyes,True,2020-12-17,,
Freeman Group Desktop 534,CODE-00588,Desktop,Storage Room,Kirsten Davis,True,2024-04-14,,
"Jones, Sanchez and Jones Laptop 736",CODE-00589,Laptop,Building B,Matthew Serrano,True,2021-04-05,,
"Harris, Davis and Price Server 993",CODE-00590,Server,Remote (Home),Lynn Thomas,True,2023-08-06,,
Davis-Lee Laptop 275,CODE-00591,Laptop,Storage Room,Dawn Gonzales,True,2021-11-04,,
"Wright, Ramos and Griffith Monitor 169",CODE-00592,Monitor,Data Center 1,Jose Jacobson,True,2025-01-25,,
Perez PLC Software License 984,CODE-00593,Software License,Building B,David Williams,True,2024-08-07,,
Hayes PLC Printer 554,CODE-00594,Printer,Storage Room,Joshua Mitchell,True,2025-08-06,,
Miller-Taylor Server 187,CODE-00595,Server,Storage Room,Anna Jones,True,2025-08-02,,
"Morris, Meza and Kent Router 369",CODE-00596,Router,Storage Room,Mr. Robert Ryan,True,2024-10-17,,
Shelton-Rivera Phone 970,CODE-00597,Phone,Remote (Home),Harry Lee,True,2022-09-25,,
Simpson and Sons Printer 268,CODE-00598,Printer,New York Office,Suzanne Davis,True,2022-06-25,,
Reyes Inc Monitor 977,CODE-00599,Monitor,London Office,Anthony Robinson,True,2025-09-09,,
Walton Group Desktop 918,CODE-00600,Desktop,Remote (Home),Brittany Wilkins,True,2025-01-23,,
"Chan, Perez and Thomas Desktop 679",CODE-00601,Desktop,Storage Room,Lisa Harper,True,2024-10-11,,
Jones LLC Laptop 759,CODE-00602,Laptop,Remote (Home),Joshua Wilson,True,2022-09-13,,
Parks-Vang Server 790,CODE-00603,Server,Data Center 1,William Phillips,False,2022-04-30,2024-11-17,
Mason PLC Laptop 648,CODE-00604,Laptop,London Office,Ana Smith,True,2023-03-21,,
"Myers, Walters and Gonzalez Router 583",CODE-00605,Router,Storage Room,Kelly Snyder,True,2023-09-14,,
"Rasmussen, Clark and Henderson Desktop 265",CODE-00606,Desktop,Building A,Barbara Williams,True,2024-06-09,,
"Levine, Jennings and Tate Phone 984",CODE-00607,Phone,London Office,Jennifer Becker,False,2021-02-22,2023-11-17,
Schroeder-Wilson Software License 424,CODE-00608,Software License,Data Center 1,Kim Howell,True,2024-01-30,,
Garcia-Crawford Desktop 721,CODE-00609,Desktop,Building B,Tiffany Grant,True,2023-08-13,,
Petty-Townsend Projector 784,CODE-00610,Projector,Storage Room,Patrick Wallace,True,2023-07-28,,
Dyer-Robinson Laptop 619,CODE-00611,Laptop,London Office,Joann Dixon,False,2024-03-09,2025-06-20,
Taylor PLC Projector 391,CODE-00612,Projector,Building B,Mrs. Amy Snyder,True,2023-04-08,,
Stewart Ltd Desktop 678,CODE-00613,Desktop,Building A,Elizabeth Weaver,True,2022-05-18,,
Young and Sons Router 376,CODE-00614,Router,Data Center 1,Peggy Roth,True,2022-04-22,,
Vasquez PLC Monitor 257,CODE-00615,Monitor,London Office,Megan Wise,False,2024-02-29,2024-04-10,
Gross-Mendoza Projector 1000,CODE-00616,Projector,Storage Room,Aaron Goodman,True,2025-09-06,,
Tanner-Vance Server 782,CODE-00617,Server,Data Center 1,Antonio Parker,True,2023-07-09,,
Blackwell-Wong Desktop 395,CODE-00618,Desktop,Data Center 1,Francisco Boone,True,2022-05-03,,
Smith Group Printer 740,CODE-00619,Printer,Building B,Kelly Butler,True,2023-05-08,,
"Allison, Silva and Hodges Projector 727",CODE-00620,Projector,Storage Room,Michael Wood,True,2024-02-26,,
Floyd-Butler Desktop 240,CODE-00621,Desktop,Remote (Home),Madison Mccoy,True,2021-09-18,,
"Vega, Ray and Pierce Router 390",CODE-00622,Router,Remote (Home),Angel Hawkins,True,2023-09-05,,
"Fitzgerald, Chan and Fletcher Phone 803",CODE-00623,Phone,Data Center 1,Jennifer Jones,True,2024-03-11,,
Black Ltd Laptop 958,CODE-00624,Laptop,Storage Room,Luke Garcia,True,2021-01-15,,
"Simmons, Hughes and Kelly Server 726",CODE-00625,Server,New York Office,Matthew Collins,True,2021-07-30,,
Taylor-Powell Laptop 146,CODE-00626,Laptop,New York Office,Jodi Payne,True,2023-03-18,,
Jackson-Vaughn Desktop 842,CODE-00627,Desktop,Building B,Anna Jefferson,True,2022-11-05,,
"Thornton, Mcdaniel and Roy Printer 849",CODE-00628,Printer,London Office,Jacob Hernandez,True,2023-02-11,,
Lowe-Wright Printer 551,CODE-00629,Printer,Remote (Home),Mrs. Sarah Tate,True,2022-01-05,,
"Cook, Goodman and Zimmerman Projector 743",CODE-00630,Projector,Remote (Home),Michael Bennett,True,2025-08-12,,
"Moreno, Hall and Burke Laptop 529",CODE-00631,Laptop,Data Center 1,Beth Hahn,True,2021-06-19,,
"Hayes, Levine and Cannon Laptop 305",CODE-00632,Laptop,Building A,Kathryn Holland,True,2022-11-25,,
Davis and Sons Server 682,CODE-00633,Server,Data Center 1,Jane Cruz,True,2022-02-14,,
Chandler-Young Projector 614,CODE-00634,Projector,Storage Room,Ryan Smith,True,2025-07-11,,
Mayer PLC Laptop 500,CODE-00635,Laptop,Building B,John Rich,True,2022-11-12,,
Black-Jones Router 387,CODE-00636,Router,Building B,Joshua Kramer,True,2024-01-06,,
Moody Ltd Laptop 862,CODE-00637,Laptop,Remote (Home),Rebecca Peters,True,2020-11-06,,
Salas-Cameron Server 955,CODE-00638,Server,Storage Room,Adam Johnson,True,2022-07-19,,
Davis PLC Printer 942,CODE-00639,Printer,Data Center 1,Daniel Allen,True,2024-01-28,,
Williams Inc Desktop 102,CODE-00640,Desktop,New York Office,Karen Valencia,True,2023-02-10,,
"Lopez, Trujillo and Mayo Laptop 668",CODE-00641,Laptop,Building B,Melissa Collins MD,True,2023-11-21,,
Santiago Inc Phone 265,CODE-00642,Phone,London Office,Mrs. Laura Knapp,True,2023-09-23,,
Wright Ltd Software License 542,CODE-00643,Software License,Remote (Home),Matthew Padilla,True,2024-02-10,,
"Sullivan, Palmer and Warner Desktop 698",CODE-00644,Desktop,Remote (Home),Andrew Nunez,True,2022-05-01,,
"Sosa, Herrera and Miller Printer 745",CODE-00645,Printer,Remote (Home),Jennifer Jones,True,2025-08-10,,
"Barnes, Hawkins and Williams Projector 439",CODE-00646,Projector,Building B,Amy Barnes,True,2023-02-24,,
Martinez-Galvan Router 894,CODE-00647,Router,Building A,Stacey Wang,False,2024-03-24,2025-05-28,
Mccoy Group Printer 982,CODE-00648,Printer,Building A,Elizabeth Gutierrez,True,2021-10-09,,
Dunn and Sons Printer 893,CODE-00649,Printer,Storage Room,Deborah Stewart,True,2025-10-19,,
Montgomery-Moreno Printer 992,CODE-00650,Printer,Building A,Erin Morse,True,2024-12-05,,
"Grant, Ward and Acosta Monitor 443",CODE-00651,Monitor,Building B,Julia Forbes,True,2021-06-05,,
Le-Elliott Projector 382,CODE-00652,Projector,Building B,Michele Conner,False,2022-03-03,2025-10-15,
Watts-Lewis Laptop 137,CODE-00653,Laptop,New York Office,Luke Brown,True,2022-10-26,,
"Freeman, Hill and Rose Desktop 396",CODE-00654,Desktop,Building A,Adrienne Spencer,True,2024-05-19,,
Ellis-Duke Laptop 638,CODE-00655,Laptop,New York Office,Emily Andrews,False,2023-02-13,2025-09-30,
"Bell, Jordan and Pratt Phone 805",CODE-00656,Phone,New York Office,Christopher Davis,True,2025-01-14,,
Johnson-Browning Monitor 920,CODE-00657,Monitor,Storage Room,Maria Sheppard,True,2022-10-08,,
Parker and Sons Projector 459,CODE-00658,Projector,New York Office,Rachel Scott,True,2022-11-26,,
Rodriguez-Cox Desktop 388,CODE-00659,Desktop,Building B,James Johnson,True,2021-04-26,,
"Wagner, Pugh and Frazier Router 471",CODE-00660,Router,Building B,Margaret Campos,True,2023-02-03,,
Barnett-Coleman Laptop 943,CODE-00661,Laptop,Building B,Robert Schmidt,True,2025-02-10,,
"Norman, Greer and Wagner Printer 376",CODE-00662,Printer,Remote (Home),Emily Rowland,True,2025-07-02,,
Robinson-Taylor Server 412,CODE-00663,Server,New York Office,Robert Greene,True,2021-10-02,,
Henderson LLC Phone 640,CODE-00664,Phone,New York Office,Susan Brooks,True,2021-04-10,,
"Suarez, Moses and Johnson Desktop 565",CODE-00665,Desktop,Building A,Emily Weiss,True,2023-05-24,,
Davis-Wade Printer 542,CODE-00666,Printer,New York Office,Amanda Santos,True,2020-12-12,,
Graves and Sons Software License 488,CODE-00667,Software License,New York Office,Lisa Cook,True,2021-03-03,,
Hodges-Brown Printer 426,CODE-00668,Printer,New York Office,Mary Rose,True,2022-08-31,,
Morgan-Flores Phone 868,CODE-00669,Phone,Remote (Home),Arthur Evans,True,2022-10-19,,
Vincent-Shaw Projector 517,CODE-00670,Projector,Building B,Andrew Skinner,False,2024-07-28,2025-01-13,
Clark Inc Monitor 925,CODE-00671,Monitor,New York Office,Dr. Linda Smith,True,2022-01-04,,
"Zavala, Powell and Kim Desktop 117",CODE-00672,Desktop,Data Center 1,Nicholas Swanson,True,2023-04-25,,
"Guzman, Young and Miller Router 657",CODE-00673,Router,Data Center 1,Ryan Franco,True,2024-05-12,,
"Silva, Owens and Weber Projector 900",CODE-00674,Projector,Building A,Kyle Sanchez,True,2020-11-14,,
Morton-Boyle Printer 859,CODE-00675,Printer,London Office,Michael Lane,False,2022-08-27,2023-08-12,
"Smith, Parker and Logan Projector 543",CODE-00676,Projector,Building B,Lisa Rhodes,True,2024-10-25,,
Blake LLC Desktop 784,CODE-00677,Desktop,London Office,Todd Aguilar,True,2021-09-17,,
"Hodge, Miller and Burnett Router 701",CODE-00678,Router,Remote (Home),Johnathan Gibbs,True,2025-04-22,,
Garcia-Wise Monitor 834,CODE-00679,Monitor,Storage Room,Blake Watson,True,2021-09-06,,
Love-Jenkins Server 330,CODE-00680,Server,Remote (Home),Scott Coleman,True,2022-02-06,,
Chavez-Luna Printer 894,CODE-00681,Printer,Storage Room,Veronica Roberts,True,2024-04-02,,
Johnson-Bonilla Projector 214,CODE-00682,Projector,Data Center 1,Ashlee Thompson,True,2024-02-03,,
Hoffman-Bell Desktop 300,CODE-00683,Desktop,New York Office,Jacqueline Smith,True,2025-05-05,,
Rasmussen-Dixon Projector 886,CODE-00684,Projector,Remote (Home),Wendy Torres,True,2024-03-17,,
Lynch-Simmons Printer 809,CODE-00685,Printer,Building A,Amanda Poole,True,2021-03-04,,
Steele PLC Software License 105,CODE-00686,Software License,Building B,Ms. Candice Johnson,True,2022-09-04,,
Wood and Sons Phone 999,CODE-00687,Phone,Storage Room,Christine Mann,True,2024-01-24,,
Bryant-Nguyen Projector 809,CODE-00688,Projector,Building A,Allison Jones MD,True,2025-04-22,,
"Deleon, Herrera and Reed Software License 421",CODE-00689,Software License,Remote (Home),Jennifer Williams,True,2024-11-09,,
Bautista PLC Projector 416,CODE-00690,Projector,Building A,April Rice,True,2021-03-15,,
"Camacho, Solomon and Foster Software License 157",CODE-00691,Software License,Remote (Home),Chad Rodriguez,True,2023-12-15,,
"Chavez, Villarreal and Galvan Server 737",CODE-00692,Server,Building A,Matthew Johnson,True,2023-06-04,,
Parsons-Wade Router 508,CODE-00693,Router,Building B,Kim Lopez,False,2020-11-28,2025-08-27,
Cruz-Wiley Monitor 153,CODE-00694,Monitor,Building A,Kenneth Gonzalez,True,2021-01-14,,
Oconnor-Reed Router 363,CODE-00695,Router,Remote (Home),Eric Walker,False,2021-06-14,2025-02-28,
"Walsh, Johnson and Saunders Printer 163",CODE-00696,Printer,Building A,Donna Martin,True,2024-04-27,,
Williams-Johnson Projector 997,CODE-00697,Projector,Data Center 1,Mark Hurley,True,2022-05-07,,
"Henderson, Ramirez and Rodriguez Projector 807",CODE-00698,Projector,New York Office,Angela Evans,True,2023-09-15,,
Rice-Morrison Software License 286,CODE-00699,Software License,Building B,Nicholas Howard,True,2024-10-22,,
Brown Group Printer 583,CODE-00700,Printer,London Office,Ashley Smith,True,2022-03-06,,
Moss-Thompson Monitor 219,CODE-00701,Monitor,New York Office,George Grant,True,2022-04-25,,
Jones Group Router 568,CODE-00702,Router,Building B,Lisa Villa,True,2022-06-28,,
Patel-Mack Phone 539,CODE-00703,Phone,Building A,Matthew Guerra,True,2022-07-10,,
"Clark, Martinez and Soto Desktop 188",CODE-00704,Desktop,Building B,Lynn Macdonald,True,2023-01-08,,
"Rowe, Simpson and Combs Monitor 844",CODE-00705,Monitor,Storage Room,Ms. Regina Miller,True,2021-10-28,,
Lucas-Martin Router 696,CODE-00706,Router,Remote (Home),Melissa Hart,True,2020-12-14,,
Perez LLC Projector 846,CODE-00707,Projector,Building A,Craig Allen,True,2021-07-02,,
"Cobb, Harrison and Harper Projector 226",CODE-00708,Projector,Building A,Thomas Middleton,True,2021-11-27,,
"Morris, Cervantes and Humphrey Laptop 187",CODE-00709,Laptop,Storage Room,Gregory Miller,True,2021-12-01,,
Gamble-Macias Monitor 251,CODE-00710,Monitor,London Office,Donna Lane,True,2022-05-04,,
"Avila, Cook and Bush Projector 234",CODE-00711,Projector,London Office,Mrs. Ashley Collins,True,2024-08-24,,
Wright-Brooks Software License 232,CODE-00712,Software License,Building A,Brianna Hood,False,2025-09-25,2025-10-21,
"Simon, Hunter and Hurst Laptop 743",CODE-00713,Laptop,Building B,Stephanie Thompson,True,2021-08-06,,
Obrien LLC Phone 566,CODE-00714,Phone,Building A,Alexis Smith,True,2023-06-25,,
Perry-Smith Phone 118,CODE-00715,Phone,New York Office,Robert Kelly,True,2022-09-28,,
Johnson-Brennan Server 439,CODE-00716,Server,Building A,Mark Duran,True,2025-02-17,,
Brown-Buckley Server 871,CODE-00717,Server,Remote (Home),Anthony Anderson,True,2024-10-15,,
Adams-White Router 378,CODE-00718,Router,London Office,Erin Savage,True,2021-07-13,,
Harris-Stewart Laptop 779,CODE-00719,Laptop,Storage Room,James Nelson,True,2021-10-28,,
"Edwards, Rodriguez and Nolan Phone 465",CODE-00720,Phone,Data Center 1,Hailey Lambert,True,2025-01-11,,
Villa Ltd Software License 764,CODE-00721,Software License,Building A,Natalie Obrien,True,2023-12-10,,
Hanson PLC Desktop 601,CODE-00722,Desktop,Data Center 1,Matthew Bennett,True,2021-11-26,,
Stevens-Foster Printer 999,CODE-00723,Printer,New York Office,Russell Webb,True,2022-07-22,,
"Winters, Charles and Wilson Software License 599",CODE-00724,Software License,Building A,Hannah Swanson,True,2020-12-12,,
Stephenson Inc Router 730,CODE-00725,Router,New York Office,Lori Long,True,2025-02-04,,
Myers Ltd Phone 963,CODE-00726,Phone,London Office,Sylvia Fernandez,False,2025-03-16,2025-05-27,
Williams-Chase Printer 356,CODE-00727,Printer,Data Center 1,Joseph Velez,True,2024-10-04,,
Mclaughlin-Monroe Phone 223,CODE-00728,Phone,Remote (Home),Brendan Doyle,True,2022-12-27,,
"Lozano, Blake and Lee Printer 856",CODE-00729,Printer,Storage Room,Jonathan Gallagher,True,2022-02-15,,
Russo-Johnson Monitor 747,CODE-00730,Monitor,New York Office,Timothy Lin,True,2020-11-14,,
Black-Norton Router 424,CODE-00731,Router,Building B,Kelly Garrett DVM,True,2025-01-14,,
"Williams, Peterson and Wilson Printer 108",CODE-00732,Printer,Building A,Micheal Parker,True,2024-07-12,,
"Diaz, Stewart and Jennings Router 680",CODE-00733,Router,Building A,Kristen Navarro,True,2022-06-17,,
Campbell-Wilson Server 732,CODE-00734,Server,Building B,Madison Gibson,True,2025-09-09,,
Parker-Walker Phone 603,CODE-00735,Phone,London Office,Michael Davis,True,2023-10-18,,
Murphy-Lucero Router 499,CODE-00736,Router,Building B,Carlos Farmer,True,2022-08-03,,
"Cochran, Hurst and Edwards Server 387",CODE-00737,Server,Building B,Joseph Silva,True,2022-02-18,,
Brooks Ltd Projector 514,CODE-00738,Projector,Storage Room,Donna King,True,2022-06-21,,
"Morales, Cook and Thompson Printer 878",CODE-00739,Printer,Remote (Home),Daniel Parker,True,2021-08-14,,
"Lucas, Howard and Johnson Printer 514",CODE-00740,Printer,Building B,Jasmine Levy,True,2025-01-18,,
Garrett-Howard Monitor 773,CODE-00741,Monitor,New York Office,Jody Stevens,True,2021-01-27,,
"Lee, Perry and Thompson Software License 793",CODE-00742,Software License,Remote (Home),Robert Mays,True,2022-01-06,,
Villanueva Ltd Desktop 429,CODE-00743,Desktop,Building A,Linda Le,True,2025-03-27,,
"Lang, Lee and Ross Phone 294",CODE-00744,Phone,Storage Room,Kurt Roman,True,2024-07-30,,
"Valdez, Thomas and Williams Laptop 198",CODE-00745,Laptop,Building B,George Alexander,True,2022-06-02,,
"Galvan, Campbell and Lawson Server 992",CODE-00746,Server,Building A,Pamela Rodriguez,True,2024-02-25,,
Blackburn Ltd Phone 819,CODE-00747,Phone,Data Center 1,Samantha Jones,False,2024-02-18,2024-03-17,
Harris LLC Monitor 761,CODE-00748,Monitor,Remote (Home),Matthew Miller,True,2022-02-28,,
Gardner Inc Laptop 499,CODE-00749,Laptop,New York Office,Daniel Davis,True,2024-08-06,,
Diaz LLC Phone 483,CODE-00750,Phone,Data Center 1,Nicole Anderson,True,2023-05-21,,
Kennedy PLC Laptop 309,CODE-00751,Laptop,London Office,Tammy Kim,False,2022-10-19,2023-12-02,
"Downs, Salinas and Parker Printer 292",CODE-00752,Printer,Remote (Home),Jessica Cantrell,True,2024-09-08,,
"Figueroa, Pierce and Rodriguez Software License 303",CODE-00753,Software License,London Office,Kevin Baxter,True,2021-09-13,,
Bryant LLC Projector 516,CODE-00754,Projector,London Office,Rebecca Ayala,True,2022-04-21,,
"Mccarthy, Perez and Johnson Router 828",CODE-00755,Router,London Office,David Martinez,True,2021-06-24,,
"Stanley, Thompson and Rios Router 530",CODE-00756,Router,Remote (Home),Bradley Munoz,True,2022-12-09,,
"Shannon, Ward and Swanson Projector 824",CODE-00757,Projector,London Office,Tami Carlson,True,2025-03-02,,
Booth-Grimes Desktop 125,CODE-00758,Desktop,Storage Room,Gary Thomas,True,2024-10-01,,
Mcguire-Thompson Monitor 238,CODE-00759,Monitor,New York Office,Lauren Martin,True,2025-05-03,,
Mcclure Group Desktop 159,CODE-00760,Desktop,Data Center 1,Rebecca Hill,False,2021-05-18,2023-01-01,
"Howard, Stone and Gilbert Server 554",CODE-00761,Server,New York Office,Michael Johnson,True,2023-04-22,,
Graham and Sons Projector 977,CODE-00762,Projector,London Office,Patricia Parsons,True,2024-08-06,,
"White, Madden and Brewer Software License 466",CODE-00763,Software License,Storage Room,Cynthia Stanton,True,2023-10-19,,
Griffith LLC Software License 431,CODE-00764,Software License,Storage Room,Courtney Beasley,True,2024-03-03,,
Barber-Walters Projector 886,CODE-00765,Projector,London Office,George Becker,True,2023-08-02,,
Reid PLC Phone 851,CODE-00766,Phone,Remote (Home),Aaron Robles,True,2023-10-25,,
Fitzpatrick PLC Monitor 443,CODE-00767,Monitor,New York Office,Robert Castaneda,True,2023-07-01,,
Hayes PLC Server 847,CODE-00768,Server,London Office,Jordan Nelson,True,2024-03-17,,
Fields-Sanford Desktop 247,CODE-00769,Desktop,Data Center 1,Michelle Castillo,True,2022-06-18,,
Nguyen-Lopez Desktop 552,CODE-00770,Desktop,London Office,Zachary Holloway,False,2023-05-10,2024-06-05,
Garcia-Thomas Monitor 230,CODE-00771,Monitor,New York Office,Erin Proctor,True,2020-12-19,,
Harris LLC Server 214,CODE-00772,Server,Building A,Jessica Greene,True,2025-02-19,,
Murray Group Phone 995,CODE-00773,Phone,New York Office,Megan White,True,2023-12-07,,
"Carter, Hobbs and Marsh Laptop 503",CODE-00774,Laptop,Building B,Jon Watkins,True,2021-01-25,,
"Brown, Hart and Garrison Software License 812",CODE-00775,Software License,Data Center 1,Elizabeth Peterson,False,2022-01-03,2023-02-01,
Howard-Levy Software License 416,CODE-00776,Software License,New York Office,Emily Pugh,True,2021-11-30,,
"Mullins, Gonzales and Martin Desktop 300",CODE-00777,Desktop,Storage Room,Tiffany Griffin,True,2023-02-26,,
"Robinson, Fernandez and Guerra Software License 685",CODE-00778,Software License,London Office,Brian Hansen,True,2025-04-23,,
Cowan-Diaz Projector 548,CODE-00779,Projector,Storage Room,Melissa Johnson,True,2024-01-18,,
"Hernandez, Anderson and Smith Monitor 669",CODE-00780,Monitor,Remote (Home),Kimberly Morales,True,2021-08-16,,
"Boyd, Jackson and Stark Printer 738",CODE-00781,Printer,Data Center 1,Wendy Wright,True,2021-05-27,,
Russell PLC Desktop 255,CODE-00782,Desktop,Storage Room,Patricia Mcdonald,True,2022-04-05,,
"Smith, Green and Lewis Laptop 913",CODE-00783,Laptop,London Office,Jill Daniel,True,2023-09-08,,
"Miller, Ward and Irwin Monitor 215",CODE-00784,Monitor,London Office,Rebecca Turner,False,2021-04-22,2022-04-14,
"Roman, Collins and Braun Laptop 919",CODE-00785,Laptop,Remote (Home),Marcus Hopkins,True,2023-01-01,,
Salas-Johnson Router 335,CODE-00786,Router,London Office,Andrew Rich,True,2024-02-11,,
Benjamin-Martinez Router 103,CODE-00787,Router,Storage Room,Carl Ferguson,True,2023-09-29,,
Martin-Perez Printer 899,CODE-00788,Printer,Data Center 1,Hannah Kerr,True,2021-07-24,,
Taylor and Sons Projector 325,CODE-00789,Projector,Remote (Home),Samantha Moreno DDS,True,2022-08-12,,
"Davis, Woodward and Rios Server 746",CODE-00790,Server,Data Center 1,Rachel Banks,True,2022-11-01,,
Brown-Hanson Monitor 461,CODE-00791,Monitor,Building B,Matthew Brennan,True,2022-03-09,,
Keller-Martin Server 202,CODE-00792,Server,Building A,Jennifer Dyer,True,2021-05-19,,
"Weaver, Hull and Banks Software License 721",CODE-00793,Software License,New York Office,Angela Graham,True,2022-10-15,,
Campbell-Carter Monitor 129,CODE-00794,Monitor,Building B,Gregory Harper,True,2023-06-20,,
"Bennett, Cervantes and Choi Laptop 413",CODE-00795,Laptop,Building B,Christian Lloyd,True,2025-01-31,,
Patton-Avila Desktop 240,CODE-00796,Desktop,Data Center 1,Stacey Ross,True,2023-11-28,,
